Aspect,Esperanto,Ido,Example
Alphabet,uses diacritics (?  ?  ?  ?  ?  ?) and digraphs,uses digraphs (ch  sh  qu),Translation of "chamber"  "shoe"  and "square": ?ambro / ?uo / kvadrato (Esp.) chambro / shuo / quadrato (Ido)
Gender,masculine by default; feminine optional,gender-neutral by default; masculine and feminine optional,Gender of "elephant": elefanto (default) / elefantino (fem.) (Esp.) elefanto (default) / elefantulo (masc.) / elefantino (fem.) (Ido)
Antonyms,formed by mal- prefix,come from natural vocabulary,Translation of "warm" and "cold": varma / malvarma (Esp.) varma / kolda (Ido)
Infinitives,-i suffix,-ar suffix,Translation of "to go": iri (Esp.) irar (Ido)
Imperative,-u suffix,-ez suffix,Translation of "go!": iru! (Esp.) irez! (Ido)
Plural noun,-oj suffix (agglutinative),-i suffix (synthetic),Plural of domo ("house"): domoj (Esp.) domi (Ido)
Adjectives,Agree with nouns,Not declined,Translation of "big dogs": grandaj hundoj (Esp.) granda hundi (Ido)
Accusative declination,Mandatory,Only when object precedes subject,Translation of "I drink milk" / "I milk drink": "mi trinkas lakton" / "mi lakton trinkas" (Esp.) "me drinkas lakto" / "me lakton drinkas" (Ido)
Proper nouns,Sometimes rendered,Never rendered,Translation of "Europe": E?ropo (Esp.) Europa (Ido)
No. of speakers,c. 100.000–2.000.000,c. 100–1.000,[empty]
Esperanto,a,b,c,?,d,e,f,g,?,h,?,i,j,?,k,l,m,n,o,p,kv,r,s,?,t,u,?,v,-,-,z
Esperanto1894,a,b,z,-,d,e,f,g,-,h,-,i,j,-,k,l,m,n,o,p,kv,r,s,c,t,u,-,v,-,-,-
Ido,a,b,c,ch,d,e,f,g,j,h,-,i,y,j,k,l,m,n,o,p,qu,r,s,sh,t,u,-,v,w,x,z
IPA phonemes,a,b,t?s,t??,d,e,f,g,d??,h,/x/,i,j,?,k,l,m,n,o,p,/kw/ /kv/,r,s,?,t,u,u? (in diphthongs),?,w,/ks/ /?z/,z
Esperanto,Ido,English,French,German,Italian,Spanish,Portuguese
bubalo,bufalo,buffalo,buffle,Büffel,bufalo,búfalo,búfalo
?elo,celulo,cell,cellule,Zelle,cellula,célula,célula
?irka?,cirkum,around/circa,autour de,ungefähr/circa,circa,alrededor  cerca,ao redor de  em volta de
dedi?i,dedikar,to dedicate,dédier,widmen,dedicare,dedicar,dedicar
edzo,spoz(ul)o,husband/spouse,époux,Ehemann,sposo,esposo,esposo/marido
elasta,elastika,elastic,élastique,elastisch,elastico,elástico,elástico
estonteco,futuro,future,futur,Zukunft,futuro,futuro,futuro
kaj,e(d),and,et,und,e(d),y/e,e
lernejo,skolo,school,école,Schule,scuola,escuela,escola
limo,limito,limit,limite,Limit,limite,límite,limite
ma?i,mastikar,to chew/masticate,mâcher,kauen,masticare,masticar,mastigar
mencii,mencionar,to mention,mentionner,erwähnen,menzionare,mencionar,mencionar
nacio,naciono,nation,nation,Nation,nazione,nación,nação
penti,repentar,to repent,repentir,bereuen,pentirsi,arrepentirse,arrepender-se
?ipo,navo,boat/ship,bateau/navire,Schiff,barca/nave,barco/nave/navío,bote/barca/barco/nave/nau/navio
ta?mento,detachmento,detachment,détachement,Abteilung,distaccamento,destacamento,destacamento
vipuro,vipero,viper,vipère,Viper,vipera,víbora,víbora
Esperanto,La malbela maljunulino malla?te malfermis la pordon al sia kelo kaj malrapide malsupreniris la ?tuparon.
Ido,La leda oldino silence apertis la pordo a sua kelero e lente decensis l'eskalero.
English,The ugly old woman quietly opened the door to her basement and slowly descended the stairs.
